"POLYGON","DATE","MISSION","EVENT_ID","LATITUDE","LONGITUDE","DEPTH","PAAW"
"HB","2019-06-10","AMU2019001","15",53.6775,-55.5528,31.176,478.758744762153
"HB","2019-06-10","AMU2019001","15",53.6775,-55.5528,2.702,480.408056623237
"HB","2019-06-10","AMU2019001","19",53.7937,-55.4368,29.811,479.751871789065
"HB","2019-06-10","AMU2019001","19",53.7937,-55.4368,10.784,478.021409547914
"HB","2019-06-10","AMU2019001","19",53.7937,-55.4368,3.694,477.261151245184
"HB","2019-06-10","AMU2019001","23",53.9868,-55.2517,29.896,
"HB","2019-06-10","AMU2019001","23",53.9868,-55.2517,9.937,487.988664079497
"HB","2019-06-10","AMU2019001","23",53.9868,-55.2517,4.065,486.221268223857
"HB","2019-06-10","AMU2019001","27",54.2192,-55.0242,30.238,481.476928440986
"HB","2019-06-10","AMU2019001","27",54.2192,-55.0242,5.969,483.93292852971
"CLS","2019-06-11","AMU2019001","50",55.6082,-53.6315,60.978,478.92364622511
"CLS","2019-06-11","AMU2019001","50",55.6082,-53.6315,30.2,477.752125820645
"CLS","2019-06-11","AMU2019001","50",55.6082,-53.6315,10.907,479.149641067804
"CLS","2019-06-11","AMU2019001","50",55.6082,-53.6315,4.653,480.798120260994
"CLS","2019-06-11","AMU2019001","64",55.8445,-53.3913,51.082,496.91668680731
"CLS","2019-06-11","AMU2019001","64",55.8445,-53.3913,25.641,483.707584885328
"CLS","2019-06-11","AMU2019001","64",55.8445,-53.3913,5.128,480.051642134474
"CLS","2019-06-12","AMU2019001","76",56.1108,-53.1217,49.246,479.837370275537
"CLS","2019-06-12","AMU2019001","76",56.1108,-53.1217,25.131,478.863411379893
"CLS","2019-06-12","AMU2019001","76",56.1108,-53.1217,3.617,478.741407323743
"CLS","2019-06-12","AMU2019001","91",56.5367,-52.6785,51.189,475.174170895077
"CLS","2019-06-12","AMU2019001","91",56.5367,-52.6785,24.962,478.022060652783
"CLS","2019-06-12","AMU2019001","91",56.5367,-52.6785,3.917,477.862178808264
"CLS","2019-06-12","AMU2019001","99",56.8142,-52.3913,59.441,474.983396462954
"CLS","2019-06-12","AMU2019001","99",56.8142,-52.3913,30.045,476.527384530338
"CLS","2019-06-12","AMU2019001","99",56.8142,-52.3913,21.546,475.240541231194
"CLS","2019-06-12","AMU2019001","99",56.8142,-52.3913,3.041,474.859669724718
"CLS","2019-06-12","AMU2019001","100",56.959,-52.2412,51.597,477.842003405543
"CLS","2019-06-12","AMU2019001","100",56.959,-52.2412,24.03,472.410512386741
"CLS","2019-06-12","AMU2019001","100",56.959,-52.2412,4.148,475.505903837552
"CLS","2019-06-13","AMU2019001","106",57.3787,-51.7853,50.648,479.046289609004
"CLS","2019-06-13","AMU2019001","106",57.3787,-51.7853,24.987,477.011722921104
"CLS","2019-06-13","AMU2019001","106",57.3787,-51.7853,4.921,478.104077244176
"CLS","2019-06-13","AMU2019001","113",57.8022,-51.3508,49.995,473.072289811062
"CLS","2019-06-13","AMU2019001","113",57.8022,-51.3508,24.418,477.889966064874
"CLS","2019-06-13","AMU2019001","113",57.8022,-51.3508,8.416,476.954422312181
"CLS","2019-06-14","AMU2019001","130",58.2178,-50.8873,50.258,467.29312388194
"CLS","2019-06-14","AMU2019001","130",58.2178,-50.8873,25.444,473.515000606048
"CLS","2019-06-14","AMU2019001","130",58.2178,-50.8873,4.429,470.301818556893
"CLS","2019-06-14","AMU2019001","137",58.4318,-50.6965,59.549,475.701437517834
"CLS","2019-06-14","AMU2019001","137",58.4318,-50.6965,30.012,475.454391003609
"CLS","2019-06-14","AMU2019001","137",58.4318,-50.6965,19.786,472.078035904183
"CLS","2019-06-14","AMU2019001","137",58.4318,-50.6965,4.282,473.710101368974
"CLS","2019-06-14","AMU2019001","143",58.6393,-50.42,24.954,480.125925476976
"CLS","2019-06-14","AMU2019001","143",58.6393,-50.42,4.501,478.970368063328
"CLS","2019-06-15","AMU2019001","159",59.0678,-49.9492,49.369,458.743991750835
"CLS","2019-06-15","AMU2019001","159",59.0678,-49.9492,25.522,473.016033904927
"CLS","2019-06-15","AMU2019001","159",59.0678,-49.9492,3.382,477.231094428177
"CLS","2019-06-15","AMU2019001","173",59.481,-49.474,49.829,475.979414027976
"CLS","2019-06-15","AMU2019001","173",59.481,-49.474,24.721,474.58403354488
"CLS","2019-06-15","AMU2019001","173",59.481,-49.474,4.417,473.850396326851
"CLS","2019-06-15","AMU2019001","181",59.7495,-49.1653,59.955,476.553741222376
"CLS","2019-06-15","AMU2019001","181",59.7495,-49.1653,29.798,473.486585276511
"CLS","2019-06-15","AMU2019001","181",59.7495,-49.1653,19.861,471.107785135215
"CLS","2019-06-15","AMU2019001","181",59.7495,-49.1653,4.345,471.134644587937
"GS","2019-06-16","AMU2019001","188",60.1742,-48.678,30.414,472.152266515081
"GS","2019-06-16","AMU2019001","188",60.1742,-48.678,20.151,476.450775997175
"GS","2019-06-16","AMU2019001","188",60.1742,-48.678,2.945,475.717573587384
"GS","2019-06-16","AMU2019001","202",60.4477,-48.3645,60.517,457.769688521904
"GS","2019-06-16","AMU2019001","202",60.4477,-48.3645,30.462,474.29500855649
"GS","2019-06-16","AMU2019001","202",60.4477,-48.3645,3.458,481.901073830152
"GS","2019-06-16","AMU2019001","210",60.5633,-48.2258,60.396,477.516682786867
"GS","2019-06-16","AMU2019001","210",60.5633,-48.2258,30.65,480.821316949658
"GS","2019-06-16","AMU2019001","210",60.5633,-48.2258,19.921,482.909552915556
"GS","2019-06-16","AMU2019001","210",60.5633,-48.2258,3.515,479.195687105765
"GS","2019-06-17","AMU2019001","217",60.3717,-48.4175,10.922,483.160383335503
"GS","2019-06-17","AMU2019001","217",60.3717,-48.4175,2.901,474.669648063269
"GS","2019-06-17","AMU2019001","222",60.2925,-48.5502,29.837,476.339716127681
"GS","2019-06-17","AMU2019001","222",60.2925,-48.5502,18.18,474.880799828862
"GS","2019-06-17","AMU2019001","222",60.2925,-48.5502,3.209,473.398632358419
"CLS","2019-06-17","AMU2019001","226",59.9835,-48.8977,51.113,477.256998732445
"CLS","2019-06-17","AMU2019001","226",59.9835,-48.8977,25.275,473.567587085068
"CLS","2019-06-17","AMU2019001","226",59.9835,-48.8977,2.856,472.700299102622
"HB","2019-06-20","AMU2019001","323",55.418,-53.8272,30.424,474.364304619381
"HB","2019-06-20","AMU2019001","323",55.418,-53.8272,20.958,477.849080507785
"HB","2019-06-20","AMU2019001","328",55.2632,-53.995,19.808,477.244451198018
"HB","2019-06-20","AMU2019001","328",55.2632,-53.995,3.407,474.721054663688
"HB","2019-06-21","AMU2019001","332",55.1127,-54.1412,3.459,473.390546979981
"HB","2019-06-21","AMU2019001","336",54.957,-54.3065,30.16,481.193066877487
"HB","2019-06-21","AMU2019001","336",54.957,-54.3065,10.023,479.052933319815
"HB","2019-06-21","AMU2019001","336",54.957,-54.3065,3.667,476.486884806491
"HB","2019-06-21","AMU2019001","340",54.7632,-54.4915,29.991,480.700702612534
"HB","2019-06-21","AMU2019001","340",54.7632,-54.4915,20.383,484.918214461497
"HB","2019-06-21","AMU2019001","340",54.7632,-54.4915,3.451,481.076224522305
"HB","2019-06-21","AMU2019001","345",54.4902,-54.7588,59.516,473.259500080884
"HB","2019-06-21","AMU2019001","345",54.4902,-54.7588,30.296,489.066006503067
"HB","2019-06-21","AMU2019001","345",54.4902,-54.7588,3.219,471.695693694185
"HB","2020-07-28","AMU2020001","-999",55.12163,-54.119725,0,475.129190203361
"HB","2020-07-29","AMU2020001","-999",53.8546733333333,-55.3805,0,469.346091591733
"HB","2020-07-29","AMU2020001","36",54.4905,-54.7628,3.165,472.151538992969
"HB","2020-07-29","AMU2020001","40",53.9893,-55.2487,3.274,473.118741527176
"HB","2020-07-29","AMU2020001","44",53.6653,-55.5507,2.943,471.317274681046
"HB","2020-07-29","AMU2020001","48",53.7995,-55.4313,3.289,471.113047941536
"HB","2020-07-29","AMU2020001","49",54.2215,-55.0213,3.251,471.800127532109
"HB","2020-07-30","AMU2020001","-999",55.2346816666667,-54.0220033333333,0,471.863277814171
"HB","2020-07-30","AMU2020001","53",54.7617,-54.487,3.241,473.133681171296
"HB","2020-07-30","AMU2020001","57",54.9552,-54.2925,3.585,477.015949664756
"HB","2020-07-30","AMU2020001","61",55.1095,-54.1357,2.772,470.460305993696
"HB","2020-07-30","AMU2020001","66",55.2628,-53.9923,3.246,470.728332204002
"HB","2020-07-31","AMU2020001","70",55.4218,-53.826,3.114,471.221839773367
"CLS","2020-07-31","AMU2020001","74",55.6135,-53.6273,2.704,471.474556626393
"CLS","2020-07-31","AMU2020001","79",55.8437,-53.3905,2.932,471.473426392363
"CLS","2020-08-01","AMU2020001","-999",56.6309333333333,-52.6229983333333,0,463.112146893211
"CLS","2020-08-01","AMU2020001","83",56.1188,-53.1217,2.982,470.674595926464
"CLS","2020-08-01","AMU2020001","88",56.5372,-52.6717,3.005,470.151817072313
"CLS","2020-08-01","AMU2020001","93",56.956,-52.2352,3.15,469.155400759007
"CLS","2020-08-02","AMU2020001","99",57.3753,-51.7928,2.734,471.481631710127
"CLS","2020-08-02","AMU2020001","106",57.7998,-51.3397,2.673,468.374464635921
"CLS","2020-08-03","AMU2020001","109",58.1978,-50.8717,3.675,470.801080791729
"CLS","2020-08-04","AMU2020001","118",58.6315,-50.41,3.2,471.685946075021
"CLS","2020-08-04","AMU2020001","120",59.0615,-49.9583,3.562,470.611805914313
"CLS","2020-08-05","AMU2020001","124",59.4848,-49.4797,2.732,469.671767403146
"CLS","2020-08-05","AMU2020001","128",59.7475,-49.1698,3.283,471.476398219503
"CLS","2020-08-05","AMU2020001","132",59.985,-48.8995,2.72,472.112249387061
"GS","2020-08-06","AMU2020001","136",60.1727,-48.6782,2.461,474.699691727713
"GS","2020-08-06","AMU2020001","140",60.4477,-48.3552,3.073,477.811680725154
"GS","2020-08-06","AMU2020001","143",60.6088,-48.1807,2.499,472.145408912797
"GS","2020-08-06","AMU2020001","147",60.5718,-48.233,1.845,475.888957322855
"GS","2020-08-06","AMU2020001","151",60.372,-48.4582,3.024,472.40419360166
"GS","2020-08-06","AMU2020001","155",60.2875,-48.544,2.431,478.253098991912
"HB","2022-05-10","AT4805","",55.17207473,-54.06158992,5,477.736001151462
"HB","2022-05-10","AT4805","31",55.1097,-54.1367,2.286,467.960465517479
"HB","2022-05-10","AT4805","38",55.262,-53.9997,5.663,475.408917995737
"CLS","2022-05-11","AT4805","",56.09260378,-53.1383388,5,480.857952341165
"CLS","2022-05-11","AT4805","40",55.612,-53.632,5.546,478.035917322889
"CLS","2022-05-11","AT4805","45",55.9773,-53.2578,29.581,478.315910443608
"CLS","2022-05-11","AT4805","45",55.9773,-53.2578,3.445,478.147848905701
"CLS","2022-05-11","AT4805","50",56.1152,-53.1193,5.432,484.566573206869
"CLS","2022-05-12","AT4805","",57.64046738,-51.50810328,5,479.834277803099
"CLS","2022-05-12","AT4805","54",56.9573,-52.2365,2.748,481.822269572333
"CLS","2022-05-12","AT4805","64",57.7908,-51.3488,3.689,482.03114702903
"CLS","2022-05-13","AT4805","",57.86280878,-51.28687723,5,478.459646667399
"CLS","2022-05-14","AT4805","",59.28136392,-49.69581257,5,477.17593207541
"CLS","2022-05-14","AT4805","71",58.6398,-50.4,2.78,477.473622288483
"CLS","2022-05-14","AT4805","74",59.2623,-49.7205,30.617,480.066367388263
"CLS","2022-05-14","AT4805","74",59.2623,-49.7205,2.996,481.389578255284
"CLS","2022-05-14","AT4805","80",59.4835,-49.4785,3.734,479.699615030819
"GS","2022-05-15","AT4805","",60.61070707,-48.20367085,5,485.022660403972
"CLS","2022-05-15","AT4805","84",59.9835,-48.8977,3.191,483.122966216932
"GS","2022-05-15","AT4805","88",60.5673,-48.2243,30.14,484.621396157796
"GS","2022-05-15","AT4805","88",60.5673,-48.2243,3.462,484.558590772738
"GS","2022-05-15","AT4805","94",60.6172,-48.2005,3.928,487.085982437995
"GS","2022-05-15","AT4805","98",60.447,-48.365,2.684,482.337048339604
"GS","2022-05-16","AT4805","",60.11200142,-48.74490705,5,474.762612118618
"GS","2022-05-16","AT4805","100",60.3672,-48.4605,4.282,486.354252301253
"GS","2022-05-16","AT4805","105",60.2947,-48.5485,2.627,482.929573035855
"GS","2022-05-16","AT4805","111",60.1738,-48.6728,2.709,474.917873321222
"CLS","2022-05-17","AT4805","",58.85280147,-50.18635467,5,476.48363009411
"CLS","2022-05-17","AT4805","115",59.7513,-49.167,6.543,483.757852865002
"CLS","2022-05-17","AT4805","124",59.0657,-49.9567,2.273,479.55197407103
"CLS","2022-05-18","AT4805","",57.35538787,-51.81908973,5,478.316844849898
"CLS","2022-05-18","AT4805","129",58.217,-50.8842,6.479,475.236779695038
"CLS","2022-05-18","AT4805","138",57.3773,-51.7887,29.549,481.184960253862
"CLS","2022-05-18","AT4805","138",57.3773,-51.7887,2.282,478.323028607467
"CLS","2022-05-18","AT4805","139",57.3808,-51.7887,2.882,478.797428606475
"CLS","2022-05-19","AT4805","",55.81146282,-53.42618282,5,480.758251692912
"CLS","2022-05-19","AT4805","156",55.8457,-53.3925,2.26,484.482613152962
"HB","2022-05-19","AT4805","166",55.4217,-53.8137,3.054,473.496212061759
"HB","2022-05-20","AT4805","",54.17023162,-55.054027,5,490.700602894652
"HB","2022-05-20","AT4805","168",55.033,-54.2163,3.944,491.97798448288
"HB","2022-05-20","AT4805","169",54.9555,-54.2962,4.12,491.389807093866
"HB","2022-05-20","AT4805","175",54.747,-54.4923,2.799,484.365145954914
"HB","2022-05-20","AT4805","179",54.4897,-54.7492,29.903,492.283722015014
"HB","2022-05-20","AT4805","179",54.4897,-54.7492,3.303,490.646968414199
"HB","2022-05-20","AT4805","180",54.2202,-55.0243,2.344,489.539297908914
"HB","2022-05-20","AT4805","187",53.9783,-55.2555,2.947,487.597499433717
"CLS","2023-05-26","CAR2023573","6",55.602,-53.6222,2.274,475.064540712701
"CLS","2023-05-27","CAR2023573","",56.25663333,-52.97091667,5,476.980763032995
"CLS","2023-05-27","CAR2023573","10",55.8397,-53.3998,1.782,476.538305681674
"CLS","2023-05-27","CAR2023573","14",56.1082,-53.1047,1.881,478.050545426806
"CLS","2023-05-28","CAR2023573","",57.18271667,-52.01126667,5,481.486468415419
"CLS","2023-05-28","CAR2023573","18",56.5323,-52.6668,2.752,478.1793636745
"CLS","2023-05-28","CAR2023573","23",56.9517,-52.2255,2.317,478.319274141253
"CLS","2023-05-29","CAR2023573","",58.04616667,-51.07313333,5,478.381867189714
"CLS","2023-05-29","CAR2023573","31",57.7925,-51.325,1.934,477.971792256135
"CLS","2023-05-29","CAR2023573","35",58.2197,-50.8738,1.197,475.812878836727
"CLS","2023-05-30","CAR2023573","",58.86928333,-50.17228333,5,483.342931650503
"CLS","2023-05-30","CAR2023573","40",58.6343,-50.4065,2.147,479.439661463147
"CLS","2023-05-30","CAR2023573","44",59.0668,-49.9403,2.325,484.770043827828
"CLS","2023-05-31","CAR2023573","",59.87208333,-48.99568333,5,477.522227691474
"CLS","2023-05-31","CAR2023573","48",59.4718,-49.4703,2.476,484.27760245186
"CLS","2023-05-31","CAR2023573","52",59.7462,-49.1687,2.691,481.045805201622
"GS","2023-05-31","CAR2023573","57",60.2848,-48.5343,2.916,481.472849653545
"GS","2023-06-01","CAR2023573","",60.40828333,-48.40791667,5,480.743828062366
"GS","2023-06-01","CAR2023573","62",60.4385,-48.354,1.799,483.346529223534
"GS","2023-06-01","CAR2023573","66",60.6155,-48.1938,1.58,483.727585708171
"GS","2023-06-01","CAR2023573","70",60.5633,-48.2235,2.814,483.110758163084
"GS","2023-06-01","CAR2023573","75",60.3602,-48.4542,1.626,480.850082854772
"GS","2023-06-01","CAR2023573","78",60.1733,-48.6567,3.05,482.995758240784
"CLS","2023-06-02","CAR2023573","82",59.9748,-48.8878,1.766,482.531906258789
"HB","2023-06-05","CAR2023573","",55.14581667,-54.08028333,5,478.307181662681
"HB","2023-06-05","CAR2023573","98",55.4192,-53.829,1.27,477.249359991968
"HB","2023-06-05","CAR2023573","103",55.2585,-53.9888,2.108,474.452816551984
"HB","2023-06-05","CAR2023573","106",55.1072,-54.1358,2.3,479.596047979663
"HB","2023-06-05","CAR2023573","110",54.9505,-54.2918,1.891,484.478714169614
"HB","2023-06-06","CAR2023573","113",54.7557,-54.4913,2.009,483.268293552009
"HB","2023-06-06","CAR2023573","122",53.9845,-55.2498,2.269,478.381526251608
"CLS","2024-05-29","CAR2024924","1",55.84986667,-53.3904,1,479.832495611039
"CLS","2024-05-29","CAR2024924","8",55.8447,-53.395,2.927,477.95045662341
"CLS","2024-05-29","CAR2024924","9",55.9795,-53.2537,31.273,482.500766112894
"CLS","2024-05-29","CAR2024924","9",55.9795,-53.2537,1.981,480.636912255067
"CLS","2024-05-30","CAR2024924","1",56.67308333,-52.56076667,1,476.509282854953
"CLS","2024-05-30","CAR2024924","10",56.1117,-53.1218,2.342,479.467418323801
"CLS","2024-05-30","CAR2024924","13",56.538,-52.6778,1.471,484.088331448094
"CLS","2024-05-31","CAR2024924","1",57.48613333,-51.67076667,1,472.308163074265
"CLS","2024-05-31","CAR2024924","18",56.9528,-52.2333,2.324,476.688451113153
"CLS","2024-05-31","CAR2024924","21",57.1643,-52.0177,30.602,479.952418591172
"CLS","2024-05-31","CAR2024924","21",57.1643,-52.0177,1.569,476.354599504788
"CLS","2024-05-31","CAR2024924","25",57.3782,-51.7908,1.569,473.58185985782
"CLS","2024-06-01","CAR2024924","1",58.24858333,-50.73368333,1,475.100760007857
"CLS","2024-06-01","CAR2024924","28",57.802,-51.3438,1.288,474.80379707253
"CLS","2024-06-01","CAR2024924","32",58.2187,-50.8733,2.26,477.9704490362
"CLS","2024-06-01","CAR2024924","36",58.4332,-50.66,30.644,476.379458716469
"CLS","2024-06-01","CAR2024924","36",58.4332,-50.66,2.145,473.032563156155
"CLS","2024-06-01","CAR2024924","37",58.638,-50.4135,2.161,474.123884029447
"CLS","2024-06-02","CAR2024924","1",59.42023333,-49.53208333,1,474.071992101685
"CLS","2024-06-02","CAR2024924","41",59.067,-49.9535,2.718,472.354793695569
"CLS","2024-06-02","CAR2024924","45",59.4825,-49.4753,2.716,479.309367221122
"CLS","2024-06-02","CAR2024924","48",59.6193,-49.3155,30.62,473.781581337315
"CLS","2024-06-02","CAR2024924","48",59.6193,-49.3155,2.498,476.500997171152
"GS","2024-06-03","CAR2024924","1",60.40151667,-48.41236667,1,482.802855837143
"CLS","2024-06-03","CAR2024924","49",59.7507,-49.1682,2.344,475.606652671347
"GS","2024-06-03","CAR2024924","54",60.2908,-48.5428,1.763,480.511796743479
"GS","2024-06-03","CAR2024924","59",60.4322,-48.4108,2.182,480.916792046461
"GS","2024-06-03","CAR2024924","64",60.365,-48.4507,2.155,474.628640135164
"GS","2024-06-04","CAR2024924","67",60.1717,-48.6852,2.695,483.414537368562
"CLS","2024-06-04","CAR2024924","71",59.9868,-48.9022,1.69,486.11919590924
"HB","2024-06-08","CAR2024924","1",55.09776667,-54.16718333,1,474.804438741652
"HB","2024-06-08","CAR2024924","98",55.4198,-53.826,1.958,472.17236718072
"HB","2024-06-08","CAR2024924","103",55.2628,-53.9922,1.69,471.548050256021
"HB","2024-06-08","CAR2024924","107",55.1128,-54.137,2.363,470.347390877482
"HB","2024-06-08","CAR2024924","111",54.9512,-54.2887,1.794,472.360620404893
"HB","2024-06-08","CAR2024924","115",54.7702,-54.486,2.045,465.90410001565
"HB","2024-06-09","CAR2024924","1",54.06791667,-55.17173333,1,469.758023586829
"HB","2024-06-09","CAR2024924","118",54.4942,-54.7507,1.675,473.901465343946
"HB","2024-06-09","CAR2024924","121",54.222,-55.026,1.556,474.013881989188
"HB","2024-06-09","CAR2024924","124",53.9883,-55.2473,1.961,477.424152148914
"HB","2024-06-09","CAR2024924","127",53.796,-55.4337,1.787,482.450202799701
"HB","2024-06-09","CAR2024924","130",53.6805,-55.5448,1.21,471.279958425141
