"mission_name","region","station","year","month","day","season","event_id","nominal_depth","Nitrate_0_100","Nitrate_100_Inf","Phosphate_0_100","Phosphate_100_Inf","Silicate_0_100","Silicate_100_Inf"
"97009","LAS","76_3",1997,5,28,"Spring","97009227",194.75,754.5135,NA,94.372,NA,1200.77,NA
"HUD2000009","LAS","AR7W-10",2000,5,24,"Spring","2000009016",2638.87255859375,1238.945,38069.761232666,100.491,2945.35178979492,810.845,25773.4952543945
"HUD2000009","LAS","AR7W-8",2000,5,24,"Spring","2000009026",897.997497558594,1172.366,11651.0204399327,102.333,893.26165143923,813.2245,6769.23405092876
"HUD2000009","LAS","L3-07",2000,6,5,"Spring","2000009136",430.497497558594,900.4175,4659.53166531372,103.2775,354.918466033936,994.659,2834.71874502564
"HUD2000009","LAS","L3-09",2000,6,4,"Spring","2000009134",1994.12878417969,877.88875,27948.9625478227,91.22625,2110.1354858814,849.69125,17525.3018700624
"HUD2001022","LAS","236_1",2001,6,11,"Spring","236",2109.80883789062,1177.951,33308.5054685059,83.28125,2154.18547119141,633.13825,20064.9211643066
"HUD2001022","LAS","48_1",2001,6,4,"Spring","48",150.869995117188,721.38975,484.912536804199,94.0705,54.3112047119141,1125.87225,598.78279309082
"HUD2001022","LAS","52_1",2001,6,4,"Spring","52",204.6875,723.022,1046.5208125,95.9305,106.64321875,1116.476,1177.89296875
"HUD2001022","LAS","54_1",2001,6,4,"Spring","54",148.744995117188,631.2475,NA,86.9215,NA,996.5925,NA
"HUD2001022","LAS","58_1",2001,6,4,"Spring","58",168.619995117188,887.878,933.116151000977,87.45075,70.9485745849609,888.326,709.171386962891
"HUD2001022","LAS","61_1",2001,6,4,"Spring","61",194.75,773.51975,1248.422875,92.48975,100.054,1026.50975,1030.11525
"HUD2001022","LAS","63_1",2001,6,4,"Spring","63",244.940002441406,733.33275,1733.88675610352,95.17675,142.516472625732,1017.623,1342.98814599609
"HUD2001022","LAS","65_1",2001,6,4,"Spring","65",350.872497558594,784.28575,3336.01830154737,84.73075,256.624112818895,727.17075,2299.89075252614
"HUD2001022","LAS","71_1",2001,6,5,"Spring","71",2711.00244140625,1062.1555,39548.8103706055,83.54375,3036.82327441406,687.32625,28919.6719924316
"HUD2001022","LAS","Site 1",2001,6,4,"Spring","2001022048",150.869995117188,695.475,NA,93.25,NA,1115.875,NA
"HUD2001022","LAS","Site 10",2001,6,5,"Spring","2001022071",2711.00244140625,990.1435,NA,76.6405,NA,651.101,NA
"HUD2001022","LAS","Site 2",2001,6,4,"Spring","2001022052",204.6875,692.99375,NA,94.51575,NA,1094.899,NA
"HUD2001022","LAS","Site 3",2001,6,4,"Spring","2001022054",148.744995117188,589.885,NA,86.895,NA,993.16,NA
"HUD2001022","LAS","Site 4",2001,6,4,"Spring","2001022058",168.619995117188,NA,NA,NA,NA,NA,NA
"HUD2001022","LAS","Site 5",2001,6,4,"Spring","2001022061",194.75,NA,NA,NA,NA,NA,NA
"HUD2001022","LAS","Site 6",2001,6,4,"Spring","2001022063",244.940002441406,NA,NA,NA,NA,NA,NA
"HUD2001022","LAS","Site 7",2001,6,4,"Spring","2001022065",350.872497558594,NA,NA,NA,NA,NA,NA
"HUD2001022","LAS","Site 9",2001,6,11,"Spring","2001022236",2109.80883789062,1174.01325,NA,83.46375,NA,631.45575,NA
"HUD2001022","LAS","234_1",2001,6,11,"Spring","234",1591.4375,NA,25247.3473125,NA,1622.60765625,NA,15232.06771875
"HUD2004016","LAS","L3 10",2004,5,21,"Spring","73",2754.37255859375,1451.5,40987.9236616211,97.334,2788.81569628906,788.522,25744.0902854004
"HUD2004016","LAS","L3 3",2004,5,20,"Spring","36",149.875,772.47225,565.91125,85.37025,46.749,926.79225,524.0324375
"HUD2004016","LAS","L3 4",2004,5,20,"Spring","40",168.619995117188,759.7705,788.54738861084,107.534,64.8125653076172,902.87925,689.577979919434
"HUD2004016","LAS","L3 5",2004,5,20,"Spring","44",194.75,822.67925,1044.285125,89.2735,89.25425,953.2225,935.752875
"HUD2004016","LAS","L3 6",2004,5,20,"Spring","48",244.940002441406,1013.73975,1877.57954421997,92.006,132.92232232666,998.44275,1316.69459182739
"HUD2004016","LAS","L3 7",2004,5,20,"Spring","53",367.252502441406,1398.01525,3887.85096119501,98.037,257.339341115456,902.667,2221.89060819069
"HUD2004016","LAS","L3 8",2004,5,20,"Spring","62",897.997497558594,1359.94275,12269.8804718861,102.47875,821.31883599747,901.89725,6509.07124301633
"HUD2004016","LAS","L3 9",2004,5,21,"Spring","67",2130.74877929688,1389.0075,31886.7686165772,97.231,2159.63582189941,770.66,18956.7604194336
"HUD2005016","LAS","126_1",2005,6,1,"Spring","18HU05016126",2711.00244140625,1073.37675,43242.2888504843,73.238,2787.00203849831,647.134,27464.0011737022
"HUD2005016","LAS","131_1",2005,6,2,"Spring","18HU05016131",1994.12878417969,1381.22475,30949.6928932495,81.37875,1989.89338232422,866.2975,18427.364380188
"HUD2005016","LAS","135_1",2005,6,2,"Spring","18HU05016135",1626.05749511719,1197.49675,26118.8569960938,73.02525,1482.9857677002,881.57125,15641.0677209473
"HUD2005016","LAS","139_1",2005,6,2,"Spring","18HU05016139",897.997497558594,900.47925,12642.3750181417,77.262,813.224805492637,872.08775,7125.19398957286
"HUD2005016","LAS","143_1",2005,6,2,"Spring","18HU05016143",350.872497558594,831.0575,3733.20732603371,82.89,252.670216392313,933.2225,2512.06565254205
"HUD2005016","LAS","147_1",2005,6,2,"Spring","18HU05016147",245.75,783.52925,1858.887875,84.1295,143.999125,878.84775,1540.071125
"HUD2005016","LAS","154_1",2005,6,2,"Spring","18HU05016154",194.75,752.68675,1049.9635,87.297,91.51175,918.90875,994.999375
"HUD2005016","LAS","158_1",2005,6,4,"Spring","18HU05016158",168.619995117188,603.1715,796.747477722168,74.9215,67.7997150268555,750.4345,742.458053649902
"HUD2005016","LAS","162_1",2005,6,3,"Spring","18HU05016162",148.744995117188,513.035,595.840779052734,66.69025,49.4042224731445,663.7205,582.127865356445
"HUD2005016","LAS","166_1",2005,6,3,"Spring","18HU05016166",204.6875,484.34525,1063.73346875,73.39725,100.05646875,592.83075,1120.457125
"HUD2005016","LAS","170_1",2005,6,3,"Spring","18HU05016170",150.869995117188,446.228,464.749919006348,67.084,48.8970902709961,463.09725,489.951453125
"HUD2006019","LAS","13_1",2006,5,26,"Spring","18HU06019013",204.6875,505.78,1146.70040625,71.8275,102.005125,605.0725,1085.51471875
"HUD2006019","LAS","20_1",2006,5,26,"Spring","18HU06019020",148.744995117188,555.9225,552.016736816406,74.7385,50.6830046386719,614.499,511.051599243164
"HUD2006019","LAS","27_1",2006,5,26,"Spring","18HU06019027",165.940002441406,597.155,782.914763397217,78.387,66.9161128234863,719.8025,690.705266479492
"HUD2006019","LAS","33_1",2006,5,26,"Spring","18HU06019033",196.619995117188,536.815,1024.22100280762,75.0145,95.0222848510742,619.1525,1020.53974475098
"HUD2006019","LAS","37_1",2006,5,26,"Spring","18HU06019037",244.940002441406,653.063,1673.45728158569,79.852,147.628652557373,744.2885,1580.36154736328
"HUD2006019","LAS","41_1",2006,5,27,"Spring","18HU06019041",350.872497558594,558.09475,3478.65971485714,70.27175,255.676164673672,640.22225,2225.44188888562
"HUD2006019","LAS","46_1",2006,5,27,"Spring","18HU06019046",897.997497558594,1025.608,11890.2299683239,85.97675,854.69324170037,711.186,6791.80661219781
"HUD2006019","LAS","47_1",2006,5,27,"Spring","18HU06019047",1994.12878417969,1050.01325,31725.7807973271,73.92925,1768.95986058477,864.47075,18958.4164464418
"HUD2006019","LAS","56_1",2006,5,27,"Spring","18HU06019056",1994.12878417969,1275.6575,29400.3994690552,85.2275,1776.43986395264,989.2975,17381.3085835571
"HUD2006019","LAS","61_1",2006,5,27,"Spring","18HU06019061",2711.00244140625,1102.1005,43363.2719027454,74.6775,2629.41208888345,801.8915,28771.7322047565
"HUD2006019","LAS","9_1",2006,5,26,"Spring","18HU06019009",154.309997558594,561.62775,512.351276184082,74.24225,51.7261275024414,674.83775,561.123769927979
"HUD2007011","LAS","13_1",2007,5,12,"Spring","18HU07011013",919.627502441406,957.4685,12050.6055243835,83.3625,755.804676055908,878.9715,7146.92997415161
"HUD2007011","LAS","16_1",2007,5,12,"Spring","18HU07011016",183,822.7555,883.44775,83.0245,72.02275,886.3005,870.969
"HUD2007011","LAS","17_1",2007,5,12,"Spring","18HU07011017",199.190002441406,823.07725,1167.27879824829,85.09975,90.9780473327637,876.201,918.352701965332
"HUD2007011","LAS","20_1",2007,5,12,"Spring","18HU07011020",240.059997558594,952.318,1737.94778765869,86.68625,123.067497802734,875.4515,1089.43412091064
"HUD2007011","LAS","23_1",2007,5,13,"Spring","18HU07011023",381.627502441406,1032.3005,3813.76112155151,87.53925,264.700962402344,851.7985,2260.30126739502
"HUD2007011","LAS","27_1",2007,5,13,"Spring","18HU07011027",2196.61889648438,1186.48075,33116.7009821777,91.52775,2206.48368579102,797.06025,19407.289074585
"HUD2007011","LAS","35_1",2007,5,13,"Spring","18HU07011035",2711.00244140625,1314.146,38934.5929233398,94.4045,2618.37294873047,766.782,19843.1933083496
"HUD2007011","LAS","36_1",2007,5,13,"Spring","18HU07011036",2634.37255859375,1270.46725,41282.1351790777,92.1135,2739.81958934928,768.48,24553.8168793636
"HUD2008009","LAS","182_1",2008,5,28,"Spring","18HU08009182",2711.00244140625,931.716,40273.326918457,72.85475,2678.26275488281,472.0075,19753.9377277832
"HUD2008009","LAS","183_1",2008,5,28,"Spring","18HU08009183",2634.37255859375,982.65575,41354.3527467293,76.92825,2807.13815236948,458.11725,23821.4815166468
"HUD2008009","LAS","198_1",2008,5,28,"Spring","18HU08009198",1994.12878417969,677.85,31445.4929840837,64.867,2065.1920472867,501.5985,17907.5465046433
"HUD2008009","LAS","203_1",2008,5,28,"Spring","18HU08009203",919.627502441406,865.6575,12997.2592015076,75.95375,857.317113861084,596.42925,6728.86692294312
"HUD2008009","LAS","207_1",2008,5,29,"Spring","18HU08009207",350.872497558594,798.116,3362.12574160767,85.4205,237.136825012207,833.7185,1829.20323809814
"HUD2008009","LAS","211_1",2008,5,29,"Spring","18HU08009211",242.190002441406,683.75225,1491.85040985107,85.11675,123.808312194824,871.02125,1134.93445394897
"HUD2008009","LAS","214_1",2008,5,29,"Spring","18HU08009214",194.75,655.42125,868.08525,80.8995,84.790375,795.27225,833.965625
"HUD2008009","LAS","217_1",2008,5,29,"Spring","18HU08009217",168.619995117188,614.76925,626.394821044922,78.58475,58.7591358032227,753.559,542.185431152344
"HUD2008009","LAS","223_1",2008,5,29,"Spring","18HU08009223",203.057495117188,495.91575,960.027328979492,69.8715,88.8881182861328,636.936,848.050260314942
"HUD2008009","LAS","224_1",2008,5,29,"Spring","18HU08009224",150.869995117188,642.64425,433.525657714844,81.46175,46.2267155761719,778.025,466.769265014648
"HUD2009015","LAS","174_1",2009,5,25,"Spring","18HU09015174",657.557495117188,902.10275,8623.89070019531,70.4685,547.60197253418,539.84225,4591.63586309814
"HUD2009015","LAS","177_1",2009,5,26,"Spring","18HU09015177",919.627502441406,1157.1845,NA,80.497,NA,657.8375,NA
"HUD2009015","LAS","181_1",2009,5,26,"Spring","18HU09015181",1994.12878417969,1327.3,31391.281154281,92.093,2108.46980734999,695.808,18518.8526093037
"HUD2009015","LAS","187_1",2009,5,26,"Spring","18HU09015187",2703.8125,1340.7345,39596.6225625,92.74675,2635.78440625,692.3445,20062.70828125
"HUD2009015","LAS","188_1",2009,5,26,"Spring","18HU09015188",2711.00244140625,1333.49675,42903.4853093262,98.108,2891.88131347656,695.765,26258.2994338379
"HUD2009015","LAS","177_1",2009,5,25,"Spring","18HU09015177",919.627502441406,NA,13176.6691302202,NA,831.23636734774,NA,6971.40399423762
"HUD2009015","LAS","178_1",2009,5,26,"Spring","18HU09015178",1591.4375,NA,25227.2820381046,NA,1635.90304969894,NA,14435.1792370061
"HUD2010014","LAS","231_1",2010,5,23,"Spring","18HU10014231",2634.37255859375,NA,40969.0052193972,NA,2848.49850213755,NA,25743.38248402
"HUD2010014","LAS","246_1",2010,5,23,"Spring","18HU10014246",1994.12878417969,1051.57925,30252.1920741609,83.776,2047.32236063774,718.25025,17531.8422504233
"HUD2010014","LAS","251_1",2010,5,24,"Spring","18HU10014251",919.627502441406,898.80225,12137.6292702026,88.60925,869.507312744141,843.0755,6321.22418338013
"HUD2010014","LAS","252_1",2010,5,24,"Spring","18HU10014252",364.622497558594,732.9105,3480.56952011108,87.605,266.655224914551,895.953,2274.99311676025
"HUD2010014","LAS","266_1",2010,5,24,"Spring","18HU10014266",150.869995117188,439.028,396.467081542969,74.091,49.6354451904297,638.6305,503.447386291504
"HUD2011009","LAS","23_1",2011,5,11,"Spring","18HU11009023",919.627502441406,1393.7815,12603.0609653015,99.061,875.540802734375,771.56875,6528.97531439209
"HUD2011009","LAS","320_1",2011,5,21,"Spring","18HU11009320",350.872497558594,770.1865,3044.34028729248,85.26475,234.387761260986,897.458,2025.99374237061
"HUD2011009","LAS","323_1",2011,5,21,"Spring","18HU11009323",244.940002441406,744.0435,1610.71626168823,82.23975,129.792932342529,850.57925,1165.73410925293
"HUD2011009","LAS","326_1",2011,5,21,"Spring","18HU11009326",194.75,541.3345,1049.269,71.859,87.86625,755.97425,846.1105
"HUD2011009","LAS","330_1",2011,5,21,"Spring","18HU11009330",168.619995117188,653.32175,688.773989746094,78.69,61.6575455932617,793.1155,583.69655871582
"HUD2011009","LAS","333_1",2011,5,21,"Spring","18HU11009333",147.994995117188,639.9855,488.944263122559,80.1375,44.0388304443359,834.017,436.571043151855
"HUD2011009","LAS","337_1",2011,5,21,"Spring","18HU11009337",204.6875,698.44175,995.6614375,85.1495,95.80246875,899.515,981.02140625
"HUD2011009","LAS","33_1",2011,5,11,"Spring","18HU11009033",2390.6923828125,1399.6545,34905.0013359488,101.04725,2492.65195065312,759.9985,22058.8910995967
"HUD2011009","LAS","340_1",2011,5,22,"Spring","18HU11009340",153.190002441406,658.25875,464.708041748047,82.56525,48.554307220459,894.706,514.717593688965
"HUD2011009","LAS","36_1",2011,5,12,"Spring","18HU11009036",2634.37255859375,1390.485,40196.0153370683,NA,2800.02942657757,783.74725,25525.5984174345
"HUD2011009","LAS","32_1",2011,5,11,"Spring","18HU11009032",2109.80883789062,NA,31554.3058536377,NA,2247.13124426269,NA,18495.5533205566
"MLB2012001","LAS","L3_01",2012,6,4,"Spring","18MF12001005",150.869995117188,574.591,437.419517089844,78.3955,47.7790603637695,740.80725,475.406568908691
"MLB2012001","LAS","L3_02",2012,6,4,"Spring","18MF12001008",204.6875,468.363,971.58896875,71.90025,94.43565625,652.74225,818.0496875
"MLB2012001","LAS","L3_03",2012,6,4,"Spring","18MF12001011",148.744995117188,627.2035,482.269175415039,76.334,NA,700.57475,398.367235717773
"MLB2012001","LAS","L3_04",2012,6,4,"Spring","18MF12001017",168.619995117188,649.6625,646.046183044434,69.96,64.7219852905273,750.20025,563.729650695801
"MLB2012001","LAS","L3_05",2012,6,4,"Spring","18MF12001018",194.75,636.663,1024.59025,71.3135,72.171375,633.48775,695.474
"MLB2012001","LAS","L3_06",2012,6,4,"Spring","18MF12001021",244.940002441406,651.93575,1594.26424035645,74.7075,132.809702514648,710.21075,992.448387756348
"MLB2012001","LAS","L3_07",2012,6,4,"Spring","18MF12001024",350.872497558594,530.5525,3088.20705813599,49.678,220.770779968262,464.72475,1661.67950778198
"MLB2012001","LAS","L3_08",2012,6,5,"Spring","18MF12001027",963.747497558594,866.40825,13336.2800986216,51.1795,789.44526323579,671.263,6778.851087209
"MLB2012001","LAS","L3_09",2012,6,5,"Spring","18MF12001037",2130.74877929688,718.221,32906.6898687744,22.8395,2354.29340710449,497.6795,19924.5647087402
"MLB2012001","LAS","L3_10",2012,6,6,"Spring","18MF12001040",2711.00244140625,627.55325,42406.6137214996,62.23925,2943.10847856487,413.7235,27495.1372160968
"HUD2013008","LAS","L3_07.25",2013,5,19,"Spring","177",485.807495117188,684.195,5325.37818908691,76.5165,381.028744628906,728.735,3144.67739685059
"HUD2013008","LAS","L3_08",2013,5,11,"Spring","024",897.997497558594,778.53,11784.6614960784,79.414,882.250371930575,671.685,6510.80721222682
"HUD2013008","LAS","L3_09",2013,5,11,"Spring","020",2109.80883789062,860.055,31726.3260412598,76.81575,2263.82256799316,612.1075,19730.1809008789
"HUD2013008","LAS","L3_10",2013,5,12,"Spring","031",2711.00244140625,1008.845,39268.4786938477,74.2275,2751.74997119141,596.8775,26570.6228442383
"HUD2014007","LAS","L3_03",2014,5,13,"Spring","129",151.494995117188,782.49,456.275731811523,92.90975,48.5782904052734,851.845,442.199458007812
"HUD2014007","LAS","L3_04",2014,5,13,"Spring","125",165.940002441406,872.0325,859.305334777832,91.9345,65.5720924987793,783.255,522.893020629883
"HUD2014007","LAS","L3_05",2014,5,13,"Spring","120",194.75,769.02,1080.4,90.88475,91.13025,820.905,826.07
"HUD2014007","LAS","L3_06",2014,5,13,"Spring","117",245.75,806.325,1587.78875,92.25125,136.307,865.44,1119.78125
"HUD2014007","LAS","L3_07",2014,5,13,"Spring","113",350.872497558594,829.7575,3141.5252723782,92.06925,241.104454352976,865.9875,1917.98422364642
"HUD2014007","LAS","L3_08",2014,5,13,"Spring","110",897.997497558594,940.9675,11800.9518244399,92.0375,818.037097925132,782.3525,6055.53262804229
"HUD2014007","LAS","L3_09",2014,5,14,"Spring","134",1994.12878417969,1393.235,30787.6289112594,87.74675,1853.05644273203,769.3175,18552.2851091495
"HUD2014007","LAS","L3_09.5",2014,5,14,"Spring","137",2411.20239257812,1365.09,36389.109230957,84.12675,2120.84929638672,775.105,18572.1662243652
"HUD2014007","LAS","L3_10",2014,5,13,"Spring","109",2711.00244140625,1463.6275,41118.9807666016,94.495,2632.84210839844,737.4575,24769.9565991211
"HUD2015006","LAS","L3_08",2015,5,16,"Spring","177",949.307495117188,1011.44,NA,80.83,NA,804.8175,NA
"HUD2015006","LAS","L3_08.5",2015,5,15,"Spring","168",1591.4375,1357.5025,23704.31,90.19675,1486.854625,805.5775,12533.825
"HUD2015006","LAS","L3_09",2015,5,16,"Spring","180",2109.80883789062,1320.615,32232.7575805664,89.17075,2108.54035375976,809.015,19541.8900195312
"HUD2015006","LAS","L3_10",2015,5,15,"Spring","163",2711.00244140625,1448.5,41828.7720911679,93.98275,2697.12247327005,810.8625,26527.7698059636
"HUD2015006","LAS","L3_08",2015,5,16,"Spring","177",862.307495117188,NA,11828.7644845107,NA,765.393681392077,NA,6516.60862413537
"HUD2016006","LAS","L3_06",2016,5,15,"Spring","237",242.190002441406,720.115,NA,86.6,NA,878.3975,NA
"HUD2016006","LAS","L3_07",2016,5,15,"Spring","231",350.872497558594,842.3225,2780.11867857901,87.6595,230.435448383597,843.6675,2065.24563258157
"HUD2016006","LAS","L3_07.5",2016,5,15,"Spring","241",562.1875,788.48,5959.97882456187,89.0455,457.757328223976,865.52,3852.12140057538
"HUD2016006","LAS","L3_08",2016,5,15,"Spring","230",897.997497558594,766.98375,10912.5165412374,86.401625,828.281429998804,824.4275,6578.75184151718
"HUD2016006","LAS","L3_08.5",2016,5,7,"Spring","051",1812.22888183594,1148.9875,25642.8856048584,85.39225,1775.94792266846,729.695,14096.8782751465
"HUD2016006","LAS","L3_09",2016,5,7,"Spring","045",2225.57885742188,1228.26,NA,87.5215,NA,744.74,NA
"HUD2016006","LAS","L3_09.5",2016,5,15,"Spring","227",2417.0576171875,1012.27,NA,90.851,NA,889.7,NA
"HUD2016006","LAS","L3_10",2016,5,7,"Spring","042",2608.12255859375,1196.64,NA,92.25075,NA,774.3925,NA
"HUD2016006","LAS","L3_06",2016,5,15,"Spring","237",245.75,NA,1431.88625,NA,129.401125,NA,1184.69875
"HUD2016006","LAS","L3_09",2016,5,7,"Spring","045",2168.62890625,NA,31839.4661914063,NA,2242.714390625,NA,21540.061875
"HUD2016006","LAS","L3_09.5",2016,5,15,"Spring","227",2401.49877929688,NA,33327.1448425293,NA,2456.49273901367,NA,22437.6430651855
"HUD2016006","LAS","L3_10",2016,5,7,"Spring","042",2553.37255859375,NA,36783.2614787927,NA,2652.81915643811,NA,25218.5374196738
"HUD2018008","LAS","L3_07",2018,5,4,"Spring","072",360.557495117188,921.655,NA,81.79425,NA,858.56,NA
"HUD2018008","LAS","L3_08",2018,5,4,"Spring","065",1193.80749511719,1243.0925,NA,85.54925,NA,811.4,NA
"HUD2018008","LAS","L3_09",2018,5,4,"Spring","058",2138.74877929688,1486.75,33764.4419311523,95.7605,2092.87347314453,881.6725,19761.6130224609
"HUD2018008","LAS","L3_10",2018,5,5,"Spring","075",2703.8125,1473.625,44072.481875,94.7285,2692.09634375,861.3225,26576.41625
"HUD2018008","LAS","L3_07",2018,5,4,"Spring","072",354.0625,NA,3730.9565625,NA,242.03065625,NA,2157.6434375
"HUD2018008","LAS","L3_08",2018,5,4,"Spring","065",1143.99755859375,NA,16667.1461165914,NA,1041.51146308762,NA,9182.66527816702
"AMU2019001","LAS","L3_01",2019,6,10,"Spring","015",150.869995117188,682.625,476.548576965332,85.02875,48.4348253173828,833.04125,511.748948974609
"AMU2019001","LAS","L3_02",2019,6,10,"Spring","019",204.6875,689.17375,1017.99171875,87.418125,96.934703125,909.45625,1020.724375
"AMU2019001","LAS","L3_03",2019,6,10,"Spring","023",148.744995117188,733.86,538.439967651367,82.41225,46.2687415466309,833.495,468.268926391601
"AMU2019001","LAS","L3_04",2019,6,10,"Spring","027",168.25,732.8925,NA,87.26175,NA,894.49,NA
"AMU2019001","LAS","L3_09",2019,6,20,"Spring","328",2109.80883789062,1041.43625,32466.1231713867,73.9605,2125.58251141357,615.03875,19112.8971124268
"AMU2019001","LAS","L3_10",2019,6,20,"Spring","323",2553.37255859375,1309.825,39501.7860148207,88.42575,2580.05850268841,763.65875,24329.7394175737
"AMU2019001","LAS","L3_04",2019,6,10,"Spring","027",168.619995117188,NA,675.194949645996,NA,63.663620513916,NA,637.993104858398
"AT4805","LAS","L3_02.3",2022,5,20,"Spring","188",174.247497558594,238.1075,646.933705215454,55.44425,67.9442793045044,314.2725,697.111323471069
"AT4805","LAS","L3_03",2022,5,20,"Spring","187",147.994995117188,471.4775,391.637208251953,71.43675,43.5856004638672,649.1075,452.106652832031
"AT4805","LAS","L3_04",2022,5,20,"Spring","180",168.619995117188,425.61,585.471354980469,68.68725,62.9686454467773,586.0875,664.221051025391
"AT4805","LAS","L3_05",2022,5,20,"Spring","179",194.75,332.0775,1194.45,50.70425,88.865875,321.3625,811.29625
"AT4805","LAS","L3_06",2022,5,20,"Spring","175",242.25,465.31,1518.295,71.284,123.011125,590.13,1092.68625
"AT4805","LAS","L3_07",2022,5,20,"Spring","169",324.622497558594,429.495,2794.22609898135,60.79475,203.287799072612,481.6675,1773.00612640035
"AT4805","LAS","L3_07.5",2022,5,20,"Spring","168",521.497497558594,686.3275,5947.01096802454,72.14575,411.03578823545,617.2075,3307.89607155803
"AT4805","LAS","L3_08",2022,5,10,"Spring","031",846.127502441406,1266.8275,NA,89.33425,NA,718.6525,NA
"AT4805","LAS","L3_09",2022,5,10,"Spring","038",2071.18994140625,1308.8775,32071.1570878977,90.02425,2108.17147593627,754.725,19318.9991348225
"AT4805","LAS","L3_10",2022,5,19,"Spring","166",2682.62255859375,1008.835,41021.434000738,76.468,2735.52782460826,658.395,26383.1509118374
"AT4805","LAS","L3_08",2022,5,10,"Spring","031",897.997497558594,NA,12422.2858568553,NA,825.139911561493,NA,6720.39266657381
"CAR2023573","LAS","AR7W_02",2023,6,6,"Spring","125",204.6875,611,948.390625,76.5015,91.8296875,872.635,1017.484375
"CAR2023573","LAS","AR7W_03",2023,6,6,"Spring","122",148.744995117188,615.7,500.86192199707,71.7365,42.1494531860352,663.005,464.376624145508
"CAR2023573","LAS","AR7W_04",2023,6,6,"Spring","119",165.940002441406,710.4,598.316822509766,66.585,54.6151219482422,712.475,616.16942199707
"CAR2023573","LAS","AR7W_05",2023,6,6,"Spring","116",194.75,897.4825,1133.6475,62.66525,83.3705,NA,911.82375
"CAR2023573","LAS","AR7W_06",2023,6,6,"Spring","113",244.940002441406,718.255,NA,68.842,NA,780.335,NA
"CAR2023573","LAS","AR7W_07",2023,6,5,"Spring","110",350.872497558594,784.9525,3447.70365746588,66.2685,218.838340515137,731.125,2277.57155906177
"CAR2023573","LAS","AR7W_08",2023,6,5,"Spring","106",958.1875,743.445,NA,65.221,NA,680.3475,NA
"CAR2023573","LAS","AR7W_09",2023,6,5,"Spring","103",2156.46875,1057.65,NA,75.514,NA,729.4325,NA
"CAR2023573","LAS","AR7W_10",2023,6,5,"Spring","098",2634.37255859375,943.05,40518.7042163086,63.2255,2588.14009765625,590.2925,25510.1006079102
"CAR2023573","LAS","AR7W_06",2023,6,5,"Spring","113",244.940002441406,NA,NA,NA,128.240582366943,NA,NA
"CAR2023573","LAS","AR7W_08",2023,6,5,"Spring","106",954.997497558594,NA,12210.7511843872,NA,797.799231781006,NA,6880.68897186279
"CAR2023573","LAS","AR7W_09",2023,6,5,"Spring","103",2076.63891601562,NA,31178.7391809082,NA,1998.91141625977,NA,18892.9501721191
"CAR2023573","LAS","AR7W_05",2023,6,6,"Spring","116",199.190002441406,NA,NA,NA,NA,733.325,NA
