"Region","Year","season","weighted_average"
"CLS",2003,"Annual",1.117075344296
"CLS",2003,"Fall",0.384109940427041
"CLS",2003,"Spring",1.58604558839256
"CLS",2003,"Summer",0.505203979812221
"CLS",2003,"Winter",0.0493981342706293
"CLS",2004,"Annual",0.778613471477124
"CLS",2004,"Fall",0.431596863679677
"CLS",2004,"Spring",1.16386142265279
"CLS",2004,"Summer",0.400012356285132
"CLS",2004,"Winter",0.064798442766193
"CLS",2005,"Annual",0.857910587319162
"CLS",2005,"Fall",0.720490247728854
"CLS",2005,"Spring",1.17508101612388
"CLS",2005,"Summer",0.815351044186622
"CLS",2005,"Winter",0.0642469038364653
"CLS",2006,"Annual",1.14700944217952
"CLS",2006,"Fall",0.698415772760742
"CLS",2006,"Spring",1.4474198071624
"CLS",2006,"Summer",0.795264957906619
"CLS",2006,"Winter",0.0721314197826805
"CLS",2007,"Annual",1.14477101844635
"CLS",2007,"Fall",0.541503578903823
"CLS",2007,"Spring",1.67428685404657
"CLS",2007,"Summer",0.875459788075575
"CLS",2007,"Winter",0.0878110008337907
"CLS",2008,"Annual",0.724791136915947
"CLS",2008,"Fall",0.304795163318116
"CLS",2008,"Spring",1.19515964663858
"CLS",2008,"Summer",0.203991710403494
"CLS",2008,"Winter",0.0590348166412521
"CLS",2009,"Annual",0.390258292683688
"CLS",2009,"Fall",0.299394270156554
"CLS",2009,"Spring",0.534833593919778
"CLS",2009,"Summer",0.267532437814687
"CLS",2009,"Winter",0.0536074394977824
"CLS",2010,"Annual",0.99783730532669
"CLS",2010,"Fall",0.867245480704263
"CLS",2010,"Spring",1.20964781553967
"CLS",2010,"Summer",1.27755043036086
"CLS",2010,"Winter",0.105028206893286
"CLS",2011,"Annual",0.807702353088372
"CLS",2011,"Fall",0.518771025262752
"CLS",2011,"Spring",1.17582312839988
"CLS",2011,"Summer",0.642076634938115
"CLS",2011,"Winter",0.107315859436487
"CLS",2012,"Annual",1.24380759410008
"CLS",2012,"Fall",0.884888002442166
"CLS",2012,"Spring",1.54729412062136
"CLS",2012,"Summer",0.88817903660297
"CLS",2012,"Winter",0.0561265527870282
"CLS",2013,"Annual",0.524135898105777
"CLS",2013,"Fall",0.428727316967381
"CLS",2013,"Spring",0.734227803142857
"CLS",2013,"Summer",0.428421437371295
"CLS",2013,"Winter",0.0690165152655123
"CLS",2014,"Annual",1.35054605558156
"CLS",2014,"Fall",0.478829419060053
"CLS",2014,"Spring",2.22493249076792
"CLS",2014,"Summer",0.262454866875766
"CLS",2014,"Winter",0.0519672600091
"CLS",2015,"Annual",3.23139198572439
"CLS",2015,"Fall",0.867077785967264
"CLS",2015,"Spring",4.49238932840175
"CLS",2015,"Summer",0.595071871541083
"CLS",2015,"Winter",0.0605379053352079
"CLS",2016,"Annual",2.00882855373692
"CLS",2016,"Fall",1.07205982237087
"CLS",2016,"Spring",2.85609466219301
"CLS",2016,"Summer",1.75884281492233
"CLS",2016,"Winter",0.0658250329411663
"CLS",2017,"Annual",2.43751287011533
"CLS",2017,"Fall",1.49609097289418
"CLS",2017,"Spring",3.28875202036026
"CLS",2017,"Summer",1.51100185434883
"CLS",2017,"Winter",0.0712275506070911
"CLS",2018,"Annual",1.12482714941385
"CLS",2018,"Fall",0.449159596162165
"CLS",2018,"Spring",1.56129368403843
"CLS",2018,"Summer",0.964698149701028
"CLS",2018,"Winter",0.611861539473145
"CLS",2019,"Annual",1.11907160090022
"CLS",2019,"Fall",0.521317199816159
"CLS",2019,"Spring",2.03191401772553
"CLS",2019,"Summer",0.582428497247636
"CLS",2019,"Winter",0.0638406276845219
"CLS",2020,"Annual",0.733714707270044
"CLS",2020,"Fall",0.614979704286858
"CLS",2020,"Spring",0.968133135411168
"CLS",2020,"Summer",0.420467318169878
"CLS",2020,"Winter",0.055102869702589
"CLS",2021,"Annual",1.09878388446779
"CLS",2021,"Fall",0.802464268130656
"CLS",2021,"Spring",1.41559151978023
"CLS",2021,"Summer",1.33922183586553
"CLS",2021,"Winter",0.103132007973727
"CLS",2022,"Annual",2.09703451142905
"CLS",2022,"Fall",1.0523772868583
"CLS",2022,"Spring",3.48098046958001
"CLS",2022,"Summer",0.839457730699765
"CLS",2022,"Winter",0.0845959699671224
"CLS",2023,"Annual",1.2928224884132
"CLS",2023,"Fall",0.730557969215653
"CLS",2023,"Spring",1.86034516814724
"CLS",2023,"Summer",0.403462872495262
"CLS",2023,"Winter",0.0864618637227966
"GS",2003,"Annual",2.63352752536249
"GS",2003,"Fall",0.820143045829161
"GS",2003,"Spring",5.87813524018303
"GS",2003,"Summer",0.207194610551616
"GS",2003,"Winter",0.175038279163337
"GS",2004,"Annual",1.31306003447102
"GS",2004,"Fall",1.1934917540663
"GS",2004,"Spring",2.07656529859542
"GS",2004,"Summer",1.11074107204608
"GS",2004,"Winter",0.135138221442798
"GS",2005,"Annual",0.779384683800662
"GS",2005,"Fall",0.528825185867933
"GS",2005,"Spring",1.76352332403707
"GS",2005,"Summer",0.826060189224199
"GS",2005,"Winter",0.149244709528689
"GS",2006,"Annual",1.42873976893411
"GS",2006,"Fall",0.407756872069554
"GS",2006,"Spring",2.85307053003472
"GS",2006,"Summer",0.668898776969837
"GS",2006,"Winter",0.100044989900517
"GS",2007,"Annual",1.684716316763
"GS",2007,"Fall",0.435152114273428
"GS",2007,"Spring",3.41103088888178
"GS",2007,"Summer",0.395542500046106
"GS",2007,"Winter",0.16028357519885
"GS",2008,"Annual",0.559509171607088
"GS",2008,"Fall",0.483988951106858
"GS",2008,"Spring",0.919151553932619
"GS",2008,"Summer",0.86685220988861
"GS",2008,"Winter",0.103980746492158
"GS",2009,"Annual",0.778997578819425
"GS",2009,"Fall",0.310784085979642
"GS",2009,"Spring",2.14552074343219
"GS",2009,"Summer",0.346049874740884
"GS",2009,"Winter",0.186744847210571
"GS",2010,"Annual",0.861734069129053
"GS",2010,"Fall",0.705015625058735
"GS",2010,"Spring",1.5271642837776
"GS",2010,"Summer",0.359244724024135
"GS",2010,"Winter",0.173671824332665
"GS",2011,"Annual",1.68394620971962
"GS",2011,"Fall",0.415210640774065
"GS",2011,"Spring",3.58976520697921
"GS",2011,"Summer",0.708560570018497
"GS",2011,"Winter",0.186547002364352
"GS",2012,"Annual",1.67975822256073
"GS",2012,"Fall",0.390865528093033
"GS",2012,"Spring",4.19066859680948
"GS",2012,"Summer",0.252452839079291
"GS",2012,"Winter",0.0912286043582884
"GS",2013,"Annual",1.07203899101965
"GS",2013,"Fall",0.739301839926668
"GS",2013,"Spring",2.31152108483999
"GS",2013,"Summer",0.204312701497161
"GS",2013,"Winter",0.0799441228120297
"GS",2014,"Annual",1.86991272165561
"GS",2014,"Fall",0.40394819853186
"GS",2014,"Spring",4.65205376226557
"GS",2014,"Summer",0.334432037073971
"GS",2014,"Winter",0.182257345253632
"GS",2015,"Annual",1.95309427667991
"GS",2015,"Fall",0.725935711632651
"GS",2015,"Spring",4.84080706277842
"GS",2015,"Summer",0.572178313918766
"GS",2015,"Winter",0.164780274625947
"GS",2016,"Annual",1.00528384705426
"GS",2016,"Fall",0.831176005920533
"GS",2016,"Spring",1.58582425807063
"GS",2016,"Summer",0.987374867392273
"GS",2016,"Winter",0.152984519094827
"GS",2017,"Annual",1.4046737837171
"GS",2017,"Fall",0.397781660431372
"GS",2017,"Spring",4.010434069482
"GS",2017,"Summer",0.665161823334988
"GS",2017,"Winter",0.144788736116719
"GS",2018,"Annual",2.31683155477044
"GS",2018,"Fall",0.764058020886683
"GS",2018,"Spring",7.20809924163682
"GS",2018,"Summer",0.372460024023097
"GS",2018,"Winter",0.178000198463494
"GS",2019,"Annual",1.14305692136967
"GS",2019,"Fall",0.902802973916887
"GS",2019,"Spring",2.07003727501938
"GS",2019,"Summer",0.38221636505049
"GS",2019,"Winter",0.0965668553780161
"GS",2020,"Annual",0.527259136656238
"GS",2020,"Fall",0.393967502790949
"GS",2020,"Spring",0.734729687309496
"GS",2020,"Summer",0.998378501324556
"GS",2020,"Winter",0.128433129241035
"GS",2021,"Annual",1.41193732515918
"GS",2021,"Fall",0.952200446312587
"GS",2021,"Spring",2.63495693194829
"GS",2021,"Summer",0.561234219821992
"GS",2021,"Winter",0.178481935520261
"GS",2022,"Annual",1.65817742234454
"GS",2022,"Fall",1.12303865848812
"GS",2022,"Spring",2.86850848678227
"GS",2022,"Summer",0.468445397390608
"GS",2022,"Winter",0.21843915895489
"GS",2023,"Annual",1.96943258290374
"GS",2023,"Fall",0.445168243189066
"GS",2023,"Spring",6.00128535649653
"GS",2023,"Summer",0.635429177131202
"GS",2023,"Winter",0.129388489632149
"LAS",2003,"Annual",1.11408876468139
"LAS",2003,"Fall",1.08694723931834
"LAS",2003,"Spring",2.1754041861782
"LAS",2003,"Summer",0.33637184022424
"LAS",2003,"Winter",0.129969612463732
"LAS",2004,"Annual",0.68032563492232
"LAS",2004,"Fall",1.06012044303181
"LAS",2004,"Spring",0.774422977636866
"LAS",2004,"Summer",0.521466619627436
"LAS",2004,"Winter",0.217475943287305
"LAS",2005,"Annual",0.725511731810227
"LAS",2005,"Fall",1.16688222265207
"LAS",2005,"Spring",1.07372684295955
"LAS",2005,"Summer",0.294377871950973
"LAS",2005,"Winter",0.217924526571177
"LAS",2006,"Annual",0.683392654537443
"LAS",2006,"Fall",0.737168693732157
"LAS",2006,"Spring",1.07146183007736
"LAS",2006,"Summer",0.218924963428624
"LAS",2006,"Winter",0.165543727427064
"LAS",2007,"Annual",0.461114715182016
"LAS",2007,"Fall",0.601979424180286
"LAS",2007,"Spring",0.480980025960429
"LAS",2007,"Summer",0.397409991821199
"LAS",2007,"Winter",0.155378929060778
"LAS",2008,"Annual",0.468636271166795
"LAS",2008,"Fall",0.566640946001487
"LAS",2008,"Spring",0.736643132343041
"LAS",2008,"Summer",0.213487469759626
"LAS",2008,"Winter",0.141203601766429
"LAS",2009,"Annual",0.819320525570934
"LAS",2009,"Fall",1.5681212597709
"LAS",2009,"Spring",1.2250847168399
"LAS",2009,"Summer",0.31800443409586
"LAS",2009,"Winter",0.160578943159335
"LAS",2010,"Annual",1.10062073486964
"LAS",2010,"Fall",0.819968159697156
"LAS",2010,"Spring",2.04584987445896
"LAS",2010,"Summer",0.52664380982916
"LAS",2010,"Winter",0.239428685564501
"LAS",2011,"Annual",0.676296458381529
"LAS",2011,"Fall",0.86748903646908
"LAS",2011,"Spring",1.0577441010862
"LAS",2011,"Summer",0.32719938542188
"LAS",2011,"Winter",0.270641273177247
"LAS",2012,"Annual",0.452723177813515
"LAS",2012,"Fall",0.563784418774293
"LAS",2012,"Spring",0.84893023295046
"LAS",2012,"Summer",0.196626325863681
"LAS",2012,"Winter",0.160061991688677
"LAS",2013,"Annual",0.435877041990559
"LAS",2013,"Fall",0.553567379533733
"LAS",2013,"Spring",0.670799011349455
"LAS",2013,"Summer",0.299105765535947
"LAS",2013,"Winter",0.173309756072424
"LAS",2014,"Annual",0.430754980099959
"LAS",2014,"Fall",0.555330438148526
"LAS",2014,"Spring",0.695963499172103
"LAS",2014,"Summer",0.250478113750139
"LAS",2014,"Winter",0.128209131443249
"LAS",2015,"Annual",0.957828095799891
"LAS",2015,"Fall",0.774260383934508
"LAS",2015,"Spring",1.69330273415727
"LAS",2015,"Summer",0.370555600265666
"LAS",2015,"Winter",0.145627869813955
"LAS",2016,"Annual",1.12714540719036
"LAS",2016,"Fall",1.24045052004374
"LAS",2016,"Spring",1.77504668030402
"LAS",2016,"Summer",0.512455023300913
"LAS",2016,"Winter",0.121478643756376
"LAS",2017,"Annual",0.519926534525585
"LAS",2017,"Fall",0.81806738583294
"LAS",2017,"Spring",0.557908861634029
"LAS",2017,"Summer",0.29400873413092
"LAS",2017,"Winter",0.175395083418721
"LAS",2018,"Annual",0.653227142906765
"LAS",2018,"Fall",0.668711437596103
"LAS",2018,"Spring",0.799538067545443
"LAS",2018,"Summer",0.433749442715741
"LAS",2018,"Winter",0.984592892626627
"LAS",2019,"Annual",0.639859479482086
"LAS",2019,"Fall",1.08448344132953
"LAS",2019,"Spring",0.538503708996473
"LAS",2019,"Summer",0.389372549221936
"LAS",2019,"Winter",0.168225194955202
"LAS",2020,"Annual",0.908556201014797
"LAS",2020,"Fall",1.38167687599647
"LAS",2020,"Spring",1.25181772027018
"LAS",2020,"Summer",0.335523225400317
"LAS",2020,"Winter",0.187873829908811
"LAS",2021,"Annual",0.958368873718914
"LAS",2021,"Fall",1.28164936484528
"LAS",2021,"Spring",1.10007723350888
"LAS",2021,"Summer",0.490696510172733
"LAS",2021,"Winter",0.272868416739779
"LAS",2022,"Annual",0.556062152430693
"LAS",2022,"Fall",0.664356495629048
"LAS",2022,"Spring",0.857355708260493
"LAS",2022,"Summer",0.242026151759633
"LAS",2022,"Winter",0.195621732104917
"LAS",2023,"Annual",1.19346191380787
"LAS",2023,"Fall",0.799312309202536
"LAS",2023,"Spring",2.48413177147151
"LAS",2023,"Summer",0.404767297780297
"LAS",2023,"Winter",0.141437451237964
